ith_sess,session_id,navigate_click:0-4,cutscene_click:0-4,person_click:0-4,object_click:0-4,notification_click:0-4,observation_click:0-4,object_hover:0-4,map_hover:0-4,map_click:0-4,checkpoint:0-4,person_click:5-12,navigate_click:5-12,object_click:5-12,object_hover:5-12,cutscene_click:5-12,map_hover:5-12,notification_click:5-12,map_click:5-12,observation_click:5-12,checkpoint:5-12,navigate_click:13-22,person_click:13-22,cutscene_click:13-22,object_click:13-22,map_hover:13-22,object_hover:13-22,notification_click:13-22,map_click:13-22,observation_click:13-22,checkpoint:13-22,elapsed_time:0-4,event_index:0-4,elapsed_time:5-12,event_index:5-12,elapsed_time:13-22,event_index:13-22,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,num_correct,notebook_click:0-4,notebook_click:5-12,notebook_click:13-22
10647,22040219055840384,37,38,22,16,9,,5.0,4.0,3,1.0,126,87,47,18.0,12,11.0,10,6,3,1,128,134,83,18,11.0,16.0,11,8,5,1,451233.0,134.0,1291728,470,2501434,928,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,16,,5.0,
10648,22040219304517390,113,31,26,13,9,5.0,,,2,1.0,129,210,37,,12,,9,6,1,1,351,135,76,23,,,8,6,4,1,493536.0,199.0,1970117,635,3706703,1286,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,12,,,6.0
10649,22040219560057012,47,30,18,23,9,3.0,3.0,2.0,2,1.0,108,98,31,22.0,14,12.0,9,6,4,1,106,106,58,33,20.0,28.0,11,6,4,1,347649.0,142.0,1080662,474,2100281,889,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,15,5.0,18.0,4.0
10650,22040220131738204,73,27,21,23,8,2.0,8.0,8.0,2,1.0,97,94,34,26.0,11,16.0,9,7,3,1,167,107,54,13,32.0,22.0,6,6,3,1,630354.0,180.0,1524208,483,2832837,936,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,14,8.0,2.0,12.0
10651,22040222425233796,66,31,24,11,6,,4.0,1.0,2,1.0,101,66,24,17.0,13,6.0,9,7,1,1,159,105,62,25,9.0,15.0,14,7,6,1,195810.0,147.0,600851,402,1568297,845,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,8,2.0,,
10652,22040307292304110,60,30,18,7,8,4.0,6.0,3.0,2,1.0,102,105,22,19.0,11,10.0,9,6,1,1,288,110,64,52,30.0,22.0,8,14,4,1,131689.0,138.0,360837,437,775439,1079,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,15,,,4.0
10653,22040307510596700,42,46,30,12,6,,4.0,3.0,2,1.0,109,81,25,17.0,16,7.0,9,9,2,1,199,113,55,38,22.0,28.0,6,10,4,1,126637.0,145.0,415989,425,1362470,952,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,14,,,3.0
10654,22040308074348060,61,25,21,63,5,,9.0,5.0,2,1.0,121,150,24,31.0,11,13.0,9,9,7,1,261,134,79,62,40.0,35.0,8,16,5,1,9417116.0,193.0,13724653,614,15336327,1309,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,15,2.0,37.0,16.0
10655,22040309272653080,121,32,24,10,5,,,,2,1.0,132,193,61,,13,,9,9,1,1,424,143,64,65,,,6,18,4,1,82267.0,194.0,338578,631,1058790,1400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,,,
10656,22040309481045616,39,30,18,9,5,,4.0,2.0,2,1.0,119,59,31,15.0,11,8.0,9,7,2,1,151,134,75,27,25.0,15.0,6,20,4,1,142112.0,109.0,508959,379,1579146,874,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,12,,,
10657,22040310022981590,146,48,19,10,8,2.0,,,3,1.0,115,136,71,,13,,9,7,4,1,313,115,79,61,,,18,25,6,1,265944.0,236.0,857437,599,1814248,1267,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,13,,,2.0
10658,22040310160379590,72,34,24,19,6,2.0,4.0,1.0,2,1.0,133,123,74,37.0,13,19.0,12,16,3,1,223,134,71,23,30.0,18.0,9,17,5,1,266590.0,164.0,861567,605,1950211,1172,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,10,,4.0,
10659,22040310183148024,83,28,19,16,9,3.0,2.0,1.0,2,1.0,102,79,53,23.0,11,8.0,9,7,3,1,175,104,61,34,19.0,10.0,8,11,4,1,350305.0,167.0,845197,474,1723672,948,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,14,4.0,3.0,9.0
10660,22040310194269004,145,61,27,17,9,,,,2,1.0,141,178,25,,25,,9,8,2,1,303,145,62,36,,,9,10,4,1,68346.0,261.0,241707,668,564221,1361,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,13,,6.0,12.0
10661,22040310245142580,46,29,18,16,8,1.0,5.0,4.0,2,1.0,119,80,21,18.0,16,10.0,9,6,2,1,182,143,77,25,13.0,16.0,8,6,4,1,210549.0,135.0,582831,445,1224872,984,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,12,6.0,18.0,12.0
10662,22040310255857830,66,33,18,18,12,,3.0,4.0,2,1.0,94,108,21,15.0,12,11.0,9,6,2,1,292,119,64,40,29.0,28.0,8,13,6,1,201872.0,158.0,545801,450,1291125,1108,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,2.0,2.0,8.0
10663,22040310271577936,117,51,27,24,9,,2.0,,4,1.0,102,155,28,11.0,14,8.0,15,20,3,1,448,113,70,30,42.0,11.0,19,15,3,1,129145.0,234.0,542370,608,1683115,1425,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,9,,4.0,21.0
10664,22040310315112096,79,53,22,13,5,3.0,4.0,,2,1.0,125,198,41,12.0,23,10.0,9,12,1,1,336,167,97,51,35.0,29.0,18,15,5,1,119926.0,181.0,379282,635,1205794,1516,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,8,,,22.0
10665,22040310340397380,145,54,22,37,9,1.0,5.0,,3,1.0,116,296,41,12.0,18,15.0,12,12,3,1,671,141,75,23,50.0,14.0,8,22,4,1,172101.0,284.0,574371,853,1631223,1957,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,8.0,24.0,40.0
10666,22040310342052416,88,28,18,7,8,,3.0,1.0,2,1.0,102,112,19,13.0,13,9.0,9,6,1,1,169,99,60,15,12.0,12.0,8,6,4,1,175744.0,155.0,469826,449,1096748,884,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,16,,2.0,2.0
10667,22040310380482470,45,32,18,9,9,1.0,5.0,1.0,2,1.0,114,79,22,17.0,11,5.0,9,6,3,1,126,122,75,21,7.0,10.0,8,6,3,1,194100.0,124.0,555062,401,1201138,818,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16,2.0,2.0,
10668,22040310522715044,68,28,18,11,9,3.0,6.0,1.0,2,1.0,94,87,18,12.0,11,11.0,9,7,1,1,165,98,57,16,16.0,14.0,8,6,4,1,295036.0,149.0,736658,409,1551613,831,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,16,3.0,,2.0
10669,22040310580097850,76,31,19,18,11,3.0,8.0,2.0,2,1.0,99,118,47,26.0,11,18.0,9,9,3,1,219,104,71,22,21.0,15.0,8,6,4,1,819893.0,174.0,2515310,554,8703195,1072,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,11,4.0,23.0,11.0
10670,22040311171333376,50,36,20,21,9,10.0,10.0,2.0,2,1.0,122,83,27,24.0,11,13.0,9,6,4,1,175,133,79,25,17.0,21.0,13,7,5,1,640607.0,166.0,4019264,485,5099316,1019,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,13,6.0,12.0,14.0
10671,22040311243216670,58,30,18,8,8,1.0,5.0,,2,1.0,120,108,18,21.0,13,6.0,9,7,2,1,211,121,78,12,36.0,7.0,6,14,5,1,180949.0,132.0,573366,455,1331956,998,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,12,2.0,6.0,6.0
10672,22040311252114016,67,28,21,14,8,,6.0,2.0,2,1.0,120,118,23,19.0,12,11.0,12,7,2,1,395,172,82,27,39.0,13.0,8,18,4,1,278467.0,152.0,597982,492,1538924,1345,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,10,4.0,,44.0
10673,22040311462044564,39,35,21,10,6,,2.0,2.0,2,1.0,106,89,19,15.0,13,15.0,9,6,4,1,143,106,54,22,13.0,18.0,8,7,5,1,127138.0,117.0,398552,401,1483647,815,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,10,,,2.0
10674,22040312065839932,47,30,18,10,9,,10.0,4.0,3,1.0,96,67,25,19.0,12,8.0,9,6,2,1,178,111,59,13,56.0,14.0,8,13,4,1,3527870.0,131.0,4226866,384,5573252,877,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,13,,,
10675,22040312080998692,158,37,19,41,9,7.0,8.0,3.0,2,1.0,134,549,77,39.0,16,77.0,9,34,15,1,327,111,58,33,62.0,26.0,15,20,6,1,4697372.0,298.0,6057480,1298,8208337,2020,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,14.0,37.0,31.0
10676,22040312180893452,78,44,18,13,5,1.0,5.0,1.0,2,1.0,110,123,23,16.0,11,10.0,9,10,2,1,271,104,60,11,54.0,10.0,6,15,5,1,187135.0,167.0,570036,503,1714364,1083,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,9,,,2.0
10677,22040312184569296,76,41,28,21,9,,7.0,2.0,2,1.0,116,77,127,31.0,11,15.0,9,7,2,1,230,130,79,64,28.0,38.0,8,10,3,1,222421.0,186.0,863583,594,7436139,1262,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,10,,4.0,33.0
10678,22040312244388400,148,56,18,18,5,,8.0,4.0,3,1.0,104,206,28,16.0,17,7.0,9,8,1,1,488,122,89,30,36.0,16.0,17,14,4,1,99547.0,260.0,385854,673,1517905,1547,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,14,,,
10679,22040312375394480,106,36,18,15,9,2.0,5.0,6.0,2,1.0,107,256,21,18.0,15,21.0,9,12,5,1,405,106,57,32,20.0,31.0,11,6,5,1,166935.0,198.0,513677,674,1591935,1398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,,,14.0
10680,22040312550469092,60,30,20,12,8,2.0,8.0,3.0,2,1.0,100,90,68,44.0,11,10.0,12,6,4,1,248,110,61,28,34.0,31.0,19,9,4,1,256257.0,145.0,854713,502,2213050,1085,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,8,,,2.0
10681,22040312551701420,58,27,18,14,5,2.0,4.0,2.0,4,1.0,93,85,28,23.0,11,15.0,9,8,5,1,144,105,59,21,15.0,19.0,6,6,3,1,360274.0,138.0,1198434,430,2062634,849,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,4.0,2.0,4.0
10682,22040312590509760,69,43,22,13,8,1.0,3.0,1.0,2,1.0,106,124,44,18.0,14,10.0,12,10,3,1,242,107,66,18,11.0,11.0,6,10,7,1,173913.0,162.0,476828,513,996264,1052,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,10,,,5.0
10683,22040313090332760,96,34,21,18,9,1.0,5.0,2.0,2,1.0,119,84,26,29.0,11,6.0,9,7,2,1,197,123,76,26,21.0,26.0,16,6,3,1,398670.0,192.0,995319,498,2180695,1041,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,14,4.0,4.0,6.0
10684,22040313224077692,72,37,24,13,8,1.0,5.0,2.0,2,1.0,100,82,33,17.0,14,13.0,15,7,1,1,165,107,66,21,20.0,21.0,14,7,6,1,198455.0,164.0,462511,468,980686,957,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,15,,7.0,4.0
10685,22040313272851464,47,26,19,12,14,2.0,2.0,1.0,2,1.0,120,76,22,13.0,11,10.0,9,6,2,1,136,123,77,32,10.0,22.0,15,6,4,1,387729.0,133.0,1182842,418,2020479,891,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,8.0,6.0,8.0
10686,22040313313749450,67,41,21,9,6,1.0,3.0,1.0,2,1.0,133,193,112,40.0,14,49.0,12,18,1,1,871,167,74,26,125.0,18.0,8,39,8,1,173833.0,151.0,851482,735,3752094,2142,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,,4.0,22.0
10687,22040313341036836,53,30,21,13,5,,6.0,2.0,2,1.0,104,98,39,28.0,11,23.0,9,10,2,1,390,126,71,26,93.0,18.0,10,30,3,1,177536.0,132.0,723249,479,2140427,1299,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,9,,12.0,14.0
10688,22040313363600800,40,31,21,28,9,1.0,8.0,3.0,2,1.0,117,124,21,25.0,12,15.0,9,9,1,1,295,159,74,21,34.0,18.0,6,13,4,1,430379.0,152.0,1193836,508,3140876,1233,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,13,9.0,19.0,65.0
10689,22040313364141428,70,30,18,9,6,,3.0,3.0,2,1.0,121,112,142,37.0,11,19.0,12,12,3,1,199,141,71,23,27.0,9.0,6,15,4,1,466936.0,159.0,1416734,684,2810665,1274,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,7,18.0,50.0,59.0
10690,22040313364729484,69,32,19,50,6,1.0,2.0,1.0,3,1.0,125,166,32,20.0,11,23.0,9,11,3,1,278,151,71,36,62.0,19.0,8,21,4,1,314343.0,183.0,857671,589,2117277,1307,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,13,,,24.0
10691,22040313365841264,46,32,20,16,9,2.0,3.0,2.0,2,1.0,117,117,31,23.0,13,12.0,9,7,1,1,141,125,73,16,32.0,11.0,6,8,3,1,451211.0,138.0,1400524,486,2958747,960,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,10,6.0,13.0,22.0
10692,22040313513424396,43,26,19,25,8,1.0,,,3,1.0,96,121,35,,11,,9,7,4,1,237,114,57,57,,,8,7,4,1,399170.0,125.0,915319,424,1709729,960,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,14,,,
10693,22040313590851780,58,36,18,16,9,2.0,3.0,3.0,2,1.0,115,94,24,15.0,11,14.0,9,7,2,1,148,120,75,17,9.0,18.0,11,6,4,1,399095.0,155.0,852092,460,63576645,924,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,16,8.0,,4.0
10694,22040314033584184,91,59,20,15,9,1.0,2.0,1.0,2,1.0,125,114,40,13.0,18,12.0,10,8,1,1,155,109,56,19,19.0,15.0,6,9,4,1,182774.0,202.0,468010,565,1290740,1015,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,12,2.0,,2.0
10695,22040314290154890,80,38,21,14,9,,2.0,1.0,3,1.0,102,76,81,24.0,12,4.0,9,6,3,1,186,127,62,36,11.0,15.0,8,7,5,1,160855.0,168.0,815047,500,2153431,996,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,12,,4.0,2.0
10696,22040314324423092,105,35,21,20,6,2.0,6.0,2.0,2,1.0,135,174,72,30.0,12,12.0,9,7,5,1,220,161,74,23,21.0,13.0,13,7,4,1,281504.0,208.0,1009131,689,1983534,1286,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,13,9.0,19.0,20.0
10697,22040314374165164,63,27,18,28,8,,7.0,1.0,2,1.0,95,96,23,14.0,12,7.0,9,6,3,1,189,99,61,18,9.0,13.0,8,7,5,1,252960.0,158.0,680240,446,1446818,918,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,15,4.0,18.0,30.0
10698,22040314400199010,68,38,19,10,9,2.0,6.0,3.0,2,1.0,102,210,52,33.0,14,12.0,9,8,5,1,343,107,61,18,26.0,12.0,6,14,6,1,231211.0,156.0,818912,619,1716470,1246,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,11,,5.0,
10699,22040314471509110,63,38,18,26,9,3.0,4.0,,2,1.0,107,95,25,19.0,16,8.0,12,6,2,1,266,120,60,36,22.0,26.0,15,9,6,1,186928.0,163.0,661772,464,3790122,1073,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,7,,,10.0
10700,22040314471915090,88,37,18,11,6,1.0,5.0,4.0,5,1.0,127,258,86,34.0,12,24.0,12,13,2,1,716,143,80,70,38.0,20.0,8,19,7,1,189124.0,177.0,593908,755,1599097,1907,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,15,2.0,,
10701,22040314480113224,101,27,19,25,8,6.0,2.0,2.0,2,1.0,123,290,49,27.0,18,50.0,9,27,5,1,162,107,59,18,21.0,16.0,19,8,3,1,633409.0,196.0,21205302,808,22682583,1258,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,14,4.0,6.0,2.0
10702,22040314485477140,136,31,18,14,5,5.0,4.0,1.0,3,1.0,125,183,187,46.0,14,11.0,12,11,1,1,270,133,80,29,15.0,15.0,8,6,5,1,204242.0,217.0,1023504,822,80409211,1442,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,,10.0,16.0
10703,22040315121936284,128,56,18,11,6,,,,3,1.0,94,241,25,,15,,9,7,1,1,581,120,58,22,,,6,8,6,1,83915.0,222.0,252132,649,920012,1524,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,14,,,
10704,22040315465729350,79,43,21,12,8,1.0,3.0,2.0,2,1.0,138,118,19,8.0,11,10.0,9,8,2,1,256,129,76,58,12.0,30.0,19,8,4,1,199738.0,171.0,566504,506,1426394,1169,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,14,,,11.0
10705,22040315523512844,53,30,21,66,9,,3.0,1.0,2,1.0,116,92,32,23.0,11,9.0,9,6,2,1,153,126,75,15,17.0,10.0,8,6,5,1,81570650.0,192.0,84371345,510,85284131,971,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,14,7.0,10.0,6.0
10706,22040316120145692,147,43,25,74,9,3.0,8.0,1.0,2,1.0,153,327,81,33.0,20,34.0,12,18,3,1,473,138,92,197,46.0,23.0,10,11,5,1,288532.0,312.0,727082,1009,1658114,2094,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,11,,2.0,21.0
10707,22040316180519656,58,30,19,13,9,2.0,7.0,,2,1.0,93,83,27,27.0,11,16.0,9,7,2,1,131,108,60,16,16.0,20.0,8,9,4,1,228895.0,143.0,637012,428,1488022,838,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,15,3.0,,
10708,22040316204136212,40,29,19,7,9,1.0,2.0,1.0,2,1.0,98,90,37,18.0,13,13.0,12,9,1,1,253,111,57,21,32.0,20.0,12,14,5,1,218336.0,110.0,617202,412,1504185,979,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,16,,,
10709,22040317050930450,55,27,20,9,8,,7.0,1.0,2,1.0,130,133,26,21.0,11,8.0,9,6,1,1,216,122,77,21,18.0,26.0,17,6,5,1,280996.0,129.0,907717,484,2140859,1038,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,13,,,4.0
10710,22040318394460450,110,29,23,12,6,4.0,4.0,2.0,2,1.0,110,165,33,16.0,13,8.0,12,7,6,1,185,99,62,40,17.0,15.0,10,8,4,1,357950.0,195.0,937924,576,1689375,1058,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,15,3.0,,
10711,22040319194911460,85,31,21,16,9,1.0,3.0,3.0,2,1.0,118,172,48,30.0,13,4.0,9,9,3,1,509,161,78,53,41.0,26.0,8,15,4,1,243234.0,171.0,751459,601,1811269,1540,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,12,,12.0,2.0
10712,22040320323621864,77,32,18,23,8,1.0,7.0,1.0,3,1.0,95,222,33,35.0,11,18.0,9,10,2,1,339,100,64,22,7.0,23.0,14,6,4,1,226078.0,175.0,729772,646,1552456,1300,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,10,5.0,24.0,32.0
10713,22040320443062696,76,41,20,9,9,1.0,6.0,4.0,2,1.0,99,90,28,19.0,11,16.0,9,9,2,1,240,102,57,22,27.0,18.0,13,11,3,1,244823.0,168.0,746627,469,1814294,1005,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,14,,4.0,4.0
10714,22040321043975284,138,31,22,11,8,4.0,,,2,1.0,99,167,40,,11,,9,6,1,1,599,121,62,35,,,11,9,4,1,421715.0,218.0,833874,558,1764491,1461,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,15,2.0,2.0,17.0
10715,22040407192358960,35,32,18,8,9,1.0,9.0,2.0,2,1.0,118,65,16,17.0,11,10.0,9,6,2,1,145,121,78,20,11.0,21.0,14,7,3,1,236780.0,118.0,675970,381,1474932,841,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,15,2.0,,
10716,22040407313175380,31,32,19,6,6,,5.0,3.0,2,1.0,114,58,31,16.0,11,13.0,9,8,1,1,135,120,76,14,24.0,14.0,8,10,4,1,183441.0,104.0,691502,373,1611929,818,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,14,,,
10717,22040407351728624,146,48,19,23,9,,,,2,1.0,126,250,27,,15,,9,11,2,1,333,145,79,57,,,12,18,5,1,173856.0,247.0,673837,695,3155692,1392,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,8,,,
10718,22040408111737750,71,31,18,6,5,1.0,2.0,3.0,2,1.0,99,114,18,13.0,11,11.0,9,7,3,1,195,106,61,13,14.0,7.0,8,6,4,1,345775.0,139.0,1667068,443,2383615,889,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,15,,,
10719,22040408213529080,103,55,19,16,9,1.0,,,2,1.0,123,248,44,,12,,9,14,3,1,692,137,61,124,,,13,17,5,1,147774.0,205.0,477314,674,1814930,1801,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,,,21.0
10720,22040408214607344,97,29,18,13,8,,,,2,1.0,96,167,26,,15,,9,12,2,1,251,120,73,28,,,6,8,4,1,189257.0,167.0,497614,510,1099809,1089,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,11,,8.0,14.0
10721,22040408302064384,82,30,18,38,5,5.0,5.0,2.0,2,1.0,103,124,37,28.0,11,17.0,9,9,5,1,321,122,60,27,26.0,19.0,8,13,4,1,487054.0,199.0,1113516,564,2490800,1229,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,11,12.0,11.0,25.0
10722,22040408380114244,112,38,24,13,8,,3.0,1.0,3,1.0,129,144,25,15.0,16,4.0,9,8,1,1,190,120,74,22,12.0,12.0,10,9,4,1,111326.0,202.0,358942,560,893099,1059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,,,
10723,22040408470505344,95,33,25,16,6,6.0,3.0,3.0,3,1.0,145,176,40,28.0,16,8.0,9,8,3,1,468,191,83,39,45.0,28.0,6,14,8,1,447335.0,190.0,1178874,644,2740375,1605,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,,10.0,20.0
10724,22040408480406732,59,29,19,7,8,,2.0,,2,1.0,97,115,17,11.0,11,16.0,9,9,1,1,616,116,60,40,59.0,36.0,11,15,6,1,329508.0,126.0,849842,420,2777098,1422,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,15,,,2.0
10725,22040408534737080,60,27,21,12,8,,3.0,1.0,2,1.0,96,92,22,14.0,12,10.0,9,8,1,1,201,103,54,16,8.0,11.0,8,8,4,1,211241.0,142.0,595710,425,1330649,909,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,8,8.0,15.0,33.0
10726,22040409061825310,47,37,18,14,6,,6.0,1.0,2,1.0,119,95,49,20.0,11,12.0,9,7,3,1,123,120,75,29,12.0,17.0,11,7,4,1,154550.0,131.0,605509,473,1261380,926,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,15,,4.0,13.0
10727,22040409063019228,98,40,22,14,5,,3.0,1.0,2,1.0,113,300,85,36.0,17,47.0,9,22,6,1,452,126,61,13,79.0,10.0,6,25,4,1,150158.0,185.0,896501,853,1995011,1695,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,8,,4.0,18.0
10728,22040409063031052,118,45,22,21,9,3.0,6.0,4.0,3,1.0,117,164,46,20.0,12,17.0,12,8,5,1,460,122,79,41,60.0,24.0,14,23,4,1,252728.0,233.0,795558,651,2094702,1529,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,12,2.0,2.0,4.0
10729,22040409102930696,110,43,29,21,5,,3.0,3.0,3,1.0,116,138,22,14.0,17,11.0,12,10,1,1,241,175,74,19,7.0,13.0,10,8,4,1,121631.0,217.0,367920,573,841035,1178,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,14,,6.0,6.0
10730,22040409185060744,78,29,20,20,8,3.0,10.0,1.0,2,1.0,120,107,60,34.0,13,29.0,9,10,3,1,175,122,73,13,20.0,14.0,8,8,4,1,309337.0,182.0,850357,589,1634971,1071,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,15,11.0,14.0,6.0
10731,22040409210896908,70,32,22,10,6,3.0,4.0,4.0,2,1.0,124,136,124,41.0,11,30.0,12,16,5,1,323,135,70,25,29.0,18.0,10,21,4,1,438344.0,161.0,1374585,663,2884209,1363,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,9,8.0,,27.0
10732,22040409302725096,82,61,21,16,9,,3.0,1.0,2,1.0,114,140,44,18.0,14,16.0,9,9,8,1,310,112,60,23,29.0,11.0,6,11,4,1,168128.0,197.0,577636,596,1543478,1233,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,9,2.0,7.0,23.0
10733,22040409323576530,88,34,23,18,9,1.0,5.0,1.0,2,1.0,121,187,86,34.0,11,15.0,9,8,3,1,431,142,76,37,36.0,19.0,6,20,6,1,243016.0,181.0,885507,669,2151152,1489,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,,,4.0
10734,22040409352120132,115,40,21,16,9,2.0,6.0,3.0,2,1.0,129,155,43,21.0,18,6.0,12,7,2,1,296,136,82,31,16.0,14.0,13,9,6,1,235710.0,216.0,723988,631,1777966,1297,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,9,2.0,6.0,8.0
10735,22040409392313400,44,32,18,44,9,1.0,7.0,1.0,2,1.0,115,117,54,27.0,12,12.0,9,10,3,1,215,143,76,20,11.0,16.0,11,6,4,1,204712.0,158.0,574497,529,1169325,1076,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,,,
10736,22040409395187516,86,59,21,11,5,,3.0,2.0,3,1.0,140,136,27,14.0,17,12.0,9,9,1,1,259,129,76,24,14.0,20.0,14,7,4,1,108695.0,190.0,486472,583,18472099,1196,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,10,,,20.0
